source,place,comment
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"This national park offers a great variety of boat, canoe, and even helicopter tours to help visitors explore the Katherine Gorge system, but I came away most impressed with the extensive trail system, if only because I hadn't expected it. A relative novice, or anyone with more enthusiasm than time, can scramble up right from the picnic area to an overlook with a commanding view of the first gorge, and a look far up Seventeen Mile Valley, in an hour or less, there-and-back, or continue on the Baruwei Loop for a two-hour walk that returns you to the picnic area. There are helpful and informative signs everywhere. At the other end of the skills spectrum, an experienced, well-equipped backpacker can take 2-3 days to tramp all the way to the eighth gorge, maybe adding a stop to see Jawoyn paintings on the rocky outcroppings of the valley named for these native people, who are the original inhabitants and still the owners of these lands, which are leased to the government for use as a national park. And there is everything in-between: walks of 3-8 hours -- some moderate, others more difficult -- that have overlooks and in some cases seasonal swimming holes, with drinking water and toilets available along most routes. If a multi-day walk interests you, and you haven't got camping gear, you can arrange to stay in one of the permanent tent sites or, if you'd like to splurge, there are chalets and the Cicada Lodge, where you can dine sumptuously on 3 courses paired with wine (although be forewarned: this does not come cheap, with double rooms at the Lodge about AUS$ 500/US$350 and dinner-with-wine AUS$140/US100; chalets are less expensive, around AUS$300/US$210 for 2 bedrooms). Basically, there is something here for everyone, at every fitness and experience level, and suitable for all pocketbooks, from camping for 3 bucks a night (honor system) to a luxury stay at the lodge. But best all, to my mind, are the helpful and knowledgeable people who work here, including some who are native peoples with a lifetime of experiences in this unique environment. This park is very well staffed, and everyone I encountered was friendly and helpful, eager to make my experience here an extraordinary and memorable one. They will do the same for you. I found them to be among the most dedicated national park employees I have encountered in the many foreign forays I have made to such places. Conditions here vary greatly by season, and not all facilities are open year-round. So be sure to check online for opening/closing dates for all lodgings. Following weather reports and trends is also essential, especially if you are planning to hike the longer, more difficult tracks, some of which require specialized equipment and skills because they are only lightly marked and may be very rough and/or very steep. For good info on the entire trail system, you can request a copy of the information sheet for ""Nitmiluk National Park Southern Walks"" or search for it online. It contains brief, essential information on length, degree of difficulty, special sights, and inter-connections for 8 park trails, along with a clear explanation of the Australian Walking Track Grading System so that you will better understand the precise meaning of ""easy,"" ""moderate"" and ""difficult,"" as you plan your visit. Highly Recommended."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Wonderful park, great facilities and walking trails. Plenty of good car parking. Don’t forget the camera. Carry plenty of water, some of the steps are steep."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Camped at Nikmiluc Gorge camp site and already rating very high booked a canoe trip up the Gorge and we had the best trip.Some trips talk it up this one doesn't.The senery is amazing and rowed right up to croc who was sunning himself, swam in 3rd Gorge and rested before current and breeze assisted us home.Sun was beginning to set as we made our way home.Highly reccomend."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),It really is a place made by the Gods. You feel creation being performed. It is a place when in Kathrine you most certainly must visit.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We did a day walk to some of the southern gorges in preparation for our Jatbula walk this week. The nitmiluk gorge itself is stupendous but expect to be overlooked and buzzed by helicopters, and to hear the constant noise of boat touring up and down the gorges. As you go to the boat jetty, you’ll hear the flying foxes adding to the cacophony. The national parks centre is currently being redeveloped so its a bit of a building site there."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Whether you come just to do the gorge tour or come to stay in the camping areas in the park, you will enjoy the beautiful scenery and wildlife. There are heaps of walking tracks for either short or long hikes and are well signposted."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Must do: Baruwei lookout at sunset. It's a pretty easy climb, not too long (10 mins) but requires a little bit of effort and the view is absolutely gorgeous!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),We did the 13 gorge helicopter flight over Nitmiluk & it was spectacular! We had limited time & thought this was the best way to take it in. Our pilot was very informative & knowledgable. It was mind blowing how beautiful the landscape was.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"As we were travelling on the Ghan Train our visit to Nitmuluk National park was an excursion arranged as part of train journey. The visit was arranged and executed perfectly. The cruise up the river was superb, the sandstone cliffs were absolutely beautiful as the sun's rays brought out all the colours. I would highly recommend this trip. October 2017"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Really enjoyed Nitmuluk . The food here is fantastic, in fact the best we had in the NT!! Baramundi cooked to perfection along with Happy and helpful staff. Many Kookaburras, wallabies and flying foxes Really lovely pool area. Accom: a bit ordinary, however clean and comfortable, the rest of the Nitmuluk experience made up for this!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"I visited in the hot and humid of 38 degree in temperature in the month of March, thus there are few places were closed. Disappointed but the trip though long - pickup at 6am and return at 9pm same day as I did a day tour, rewarded with the beauty of nature. We visited the cemetery which was well kept, did an adventurous dip into Edith Falls also known as Leiyn for 20 minutes - the water was lukewarm and refreshing, There are some other tourists as well as local with children swimming in the same place. The cruise through the gorge was spectacular, the sunlight shine onto the rock and it varies in different shades of yellow, orange, brownish,grey. Along the way we saw crocodiles - not much and are smaller in size (i think it is due to the hot weather that they are lying low), birds of various species, flora such as lotus or perhaps is water lily as i cannot differentiate them, lots of other white, pale yellow flowers, busy taking pictures and video, and Yes wallabies and cluster of bird nest on the underlying of the rocks. The shadow of the trees and fauna on the water surface really amazing, it looks so clear yet the water seem calm and deep, the view is simply stunning especially for someone who comes from a city country. We too sighted a water buffalo and the guide did a good job on the history of the park, the names of flora and fauna, etc it is indeed a trip with increase knowledge. Would like to return for another visit during the cooler month. Thumbs up."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),An easy drive out to Edith Falls from the Stuart Highway leads you to the beautiful and scenic Edith Falls. The weather was absolutely superb on the day we went and it was just so nice to arrive and have a look around and then go for a swim.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),We visited Katherine with the sole purpose to take a Nitmiluk cruise. We were not disappointed - the scenery is amazing and it is hard to know where to point the camera. Highly recommended.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Very nice scenery with excellent commentary from our guide. It can be very hot in the summer months so be aware. Also, there is a location with very old aboriginal art but in high water months it can be closed (and they don't tell you that up front - disappointed my wife). Worth the time"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"This is a great cultural tour, were the guides are very informative and it's a very enjoyable trip for the family."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Hit the park on a 42C day and boy was it oppressive ! Too hot for the missus so left her in the shade and did the stair walk up to the Barumei Lookout which was fairly steep & taxing but the reward was well worth the effort & sweat ! A fantastic viewpoint over the Katherine River and offering sweeping views of the area. Missed the only gorge cruise that fitted out tight timetable but it was a HOT day !!
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Words just don't do it. You have to see for your own eyes. Enormous beauty. We walked the trails to see views from the top and had dinner on a cruise on night to see from the bottom looking up. Any age can do both just enjoy the wonders of Nitmiluk.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We stayed for 4 nights so had plenty of time to do the walks. We visited in mid-August so the temperature was quite warm. It got up into the 30s very quickly after sunrise, especially up on the escarpment where there can be quite a bit of open ground (i.e. no shade). So our regime was to get up at sunrise, do the walks and then relax during the heat of the day. Then another stroll later on in the afternoon. Take plenty of water, wear a hat, and sturdy footwear. We really enjoyed the Baruwei Loop track and also the walk to Pat's Lookout. Lots of interesting flora and plenty of birdlife."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Here for 3 days so on goes the hiking shoes and on goes the large brimmed Akubra. There is a short walking loop ( Baruwei) that joins to the Southern Walks. These are of whatever length and difficulty you desire. All are wonderful, with respect to terrain, wildlife (birds during the heat of day) and gorge lookouts. Yes you can swim in selected places, read the signs, as Park rangers clear out all the salties so it’s safe to swim. Arrive back at the campground and collapse into the pool, wonderful. Wear good strong shoes, sun screen and a hat, take a couple of litres of water (it is available at selected places on the walks but carry your own). Enjoy our beautiful country"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Did the amazing Gorge dinner cruise. This is a must for any visit to Katherine. The scenery is spectacular and the food was excellent. We were entertained by a very knowledgeable guide. Highly recommend.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"A magical park with an amazing Gorge. Take one of the many Gorge cruises or try canoeing yourself. The Dinner Cruise was fantastic, looking at the full moon and the stars with great food and a nice wine in hand. Try and fit this in on your journey, you will remember it for ever."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),This is a wonderful park that includes Katherine Gorge. There are many walks as well as picnic spots so you can enjoy this beautiful spot.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Lots of hikes to do here. Very hot in summer so bring lots of water. You can hike right down into the gorges. Plenty of wildlife. Take a boat trip or hire kayaks.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Camped in the Caravan park which is ideal location for walking, bird watching , Kyaking or enjoying a cruise in Katherine Gorge. Nitmiluk is incredibly well run and maintained."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We were last here about 15 years ago, so wanted to revisit and spend a little more time. We opted for the 4 hour, Three Gorges cruise. While the 3rd gorge is only 700m long, the extra time allows people about an hour to have a swim in a safe area (some did), explore the art on the canyon wall a bit more (which we did) or even sunbake on the rocks - in the high tropics - at midday (those people were looking a bit pink!). The cruise provides a light snack (banana bread, a packet of nuts, a bottle of water and a mandarine) in a useful little pack. The gorge is impressive. Easy to see why it is used in so many tourist promotions. Having seen Jedda Rock, I'll have to watch the movie now. We had taken the 9am tour, so were back by 1pm. This gave us time to have a salad in the cafe - a very nice salad it was too! There is a nice little information display in the visitor centre as well."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Just gorgeous- some great trails and of course the stunning Katherine gorge is great to cruise Dow or fly over.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"This cruise is not that well know but I know it has been around a couple of years at least. A 4.30 start and 8.30 finish, it is not cheap at $140 but totally unique and a wonderfull experience. Some walking included but it is an easy walk of no more than 600m twice. The scenery in the three gorges you visit is superb especially at that time of the day with the sun setting and beautifull reflections. The guide as informative and friendly and the boat comfortable being able to move around to take a photos.mfree chilled water supplied. The food was cooked on the boat and a choice of barramundi and prime steak for the main course. A glass of champagne and Kirsty prior dinner. The starter of crocodile (yummy), kangaroo and dips was superb. Desert was wonderfull as well. Alcohol is not included apart from the champagne but the prices were very reasonable, better than most restaurants. The fact the food is coked fresh on the boat and the superb scenery makes this a unique and wonderfull experience not to be missed."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Definitely worth doing a cruise on the gorge it’s beautiful. There is some walking between the boats to get further up the gorge but it’s an easy walk
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),We visited Edith Falls which was fantastic. Do the upper pool walk as it is spectacular and the walk is easy and makes the water more attractive as it is quite cool. We then went down to Cutta Cutta caves which was a jewel in the bush. Amazing cave with stalactites and stalagmites and we even saw some pythons. Then we stayed at Nitmiluk campground right on the gorge which was excellent. Good amenities and lots of wallabies. The gorge is amazing and we did the 2 gorge dawn cruise which was well worth the money.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Incredible- thank you to the local people for allowing us the opportunity to visit! The gorge is wonderful, our guide was knowledgeable and friendly."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"A very well managed National Park. Plenty of activities to do here, from day picnic to the many bush walking tracks offering the delights of mother nature's beauty. There are some13 magnificent gorges and surrounding escarpment for you to enjoy with spectacular views in this area. You can even go canoeing or take a scenic flight. We did several tracks and wished there was more time to put in more walks."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Jamie was the Nitmiluk river boat cruise captain. Excellent commentary and approach. Very clear with instructions eg meeting points. Very informative. Really enjoyable experience. Definitely recommend cruise.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We visited the park and the visitors centre there is modern with good displays and a cafe. We did the Baruwei Walk , Butterfly Gorge and Southern Rockhole hikes which is about 20 km. You walk through varying vegetation but the main highlights are the viewing points over the Katherine river and gorges and going down the Butterfly Gorge and the Southern Rockhole. The Butterfly Gorge has a small stream running through it and there is beautiful flora along its banks. The stream finally makes its' way into Katherine Gorge. Hiking along the Southern Rockhole is really quite a rough track with a lot of boulder hopping. Eventually you reach Katherine Gorge where there is a nice swimming area if the park deems it clear of salt water crocodiles. The freshwater crocodiles are not a significant danger to humans. Overall this hike is quite challenging due to the terrain and heat. You need to take at least 2 L of water with you but there is a place to replenish on the way. Of course you can visit the lower to gorges by boat and in the second gorge kayaking is available. This is a great place to visit especially for walking and to experience the dramatic and beautiful country."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We paddled to the end of gorge 5 in a double canoe and it was worth every cent. A long day of 9 hours but not too strenuous and the gorge was cool and shady compared to the escarpment country above (we had done a 12km walk to three lookouts the previous day and it felt a lot longer in the heat). Each gorge is a different landscape with 5 being the most spectacular for us - narrow and high. A few birds and a couple of freshwater crocs were good to see, but the gorge is the star. Lots of shady lunch spots even at midday at this time of year. Beyond gorge 3 we saw only a few canoes for the whole day. The walk into butterfly gorge and lily ponds are well worth it and accessible even for half day trips (way cooler than walking in, as we found!). Some reviewers and some of the half-day canoeists on our trip have noted that the portages can be tricky and hard work. We are both around 60 and really enjoyed the challenge (as well as cooling off in the rapids). The water level in late June meant that there was flow over the rapids, but not dangerous or deep. The quickest way is through the rapids rather than over the rocks because it's generally shorter. However, we are experienced in whitewater paddling and that helps with confidence in scrambling over wet and sometimes slippery rocks. We did not have a bow rope which they give to overnight campers. Very helpful in the portages through rapids. I would ask for one or take my own next time. But if you are up for the challenge, it is hugely worthwhile and a lot of fun. The paddle distances were quite short - maybe a total of only 10-12 km for the day. It is such a different experience to be in the middle gorges and have them completely to yourself."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),What a lovely place. We really enjoyed the sunrise boat tour up the Gorge. The captain of the boat Jamie was such a great skipper and fabulous tour guide. He knew so much about the local culture and environment. He has a great sense of humour. I felt very privileged to see such beautiful country.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"When I last visited the gorge in 2008, (I've been 4 times now) I was very impressed . The reception desk and ticket sales were all managed by young Aboriginal people. The cleaner was a young aboriginal girl around about 18, and there was another young girl filling the pamphlet holders. I commented to the girl on reception that I was pleased to see so many of her own people working (having seen a sign at Ularu in that same year saying the original owners employ whites - the sign disgusted me) She proudly told me that as they have been given back control of their original country they are training all their young people in every aspect of running it as a tourist attraction. The rangers were all trained up from their own young people. The young men who drove the boat and presented all the tourist information were very proud to be doing this job. The information the guide provided was almost 3 dimensional as he would say things the old people had told him. This time though I only saw white people, who seemed to be back packers. I was part of a tour so did not go into the reception area and do not have information about that section. The young while lady who was the tour guide made some comment about it being taboo for the local indigenous people to be on the water in the gorge. I find this hard to believe as only 10 years ago it was not a problem. Dishonesty irks me - if the young indigenous people don't want to do the work why make a comment about it at all. Making up things just makes them look like liars. I bet I am not the only person to have been to the gorges more than once. I am very very sad that the ideals and great expectations of the young people working there 10 years ago has disappeared. I had told many many people how wonderful it was and how the excitement and pride of these young people working was showing faith in the future - but what happened?, where is the bright future for the next group of young people. I found this very sad. One improvement I did find though was that there are now concrete steps and metal walkways over the rocks between the two gorges. It is rather taxing just the same for someone who is not very fit - particularly in the heat of the day."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"This is such an amazing national park! So rich with wildlife, the views are incredible! A definite must see for Australia!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Excellent hikes that are well marked. And you can go a very long distance if desired. Water is available in a couple locations. Hikes from 1+ hours. Beautiful scenery.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),The sheer beauty of outback Australia is something you must not miss. this National Park is where the iconic Australian film Jedda was shot in the 1950's and it still looks the same. Beautiful country!
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We did the 9am 3 gorges tour and thoroughly enjoyed every minute. Our driver/guide was fun, very dry humour which was much appreciated and he just made the whole morning a smooth and fun experience. The place is a natural wonder. We saw a few crocs out and about and our guide made sure the boat turned around so everyone on board could see them. The swim at the end was a high point, we all jumped into the crystal clear chilly water. A lovely waterhole up in the hills with a double waterfall, no one really wanted to leave. AN EXTRA BIG THANK YOU TO THE WONDERFUL STAFF - one of our party is a coeliac (and had booked that option for the snack) but somehow the snack bags being given at the start of our trip didn;t have that option. Upon asking, we were told not to worry, they would take care of it. Along the trip, there was a shout from the back of the boat, another boat had come speeding along with a special delivery - what fun! Wonderful service and so appreciated."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We enjoyed an afternoon and morning here. We did the Barwei loop which was pleasant with a great lookout. Bit of a steep section but the path is generally even in surface. Directions are clear. The V isitors centre is great for info. The next morning we walked to the southern rock hole and Pats lookout. The lookout has a really stunning view of the Gorge 1 and 2 area. It is quite steep and uneven to Southern rockhole but still good. The water was very stagnant and uninviting in late May! Hints for walks...take water, good hats and have sunscreen!! I even use a sarong over hat to cool down!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),This area is so lovely and peaceful. The walk to the lookout is a little challenging but so worth the effort. Boat cruises are great with local guides exchanging stories.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"The guide, Jamie, on this trip was absolutely superb. Understated but very knowledgeable, and with a deep feeling for his culture, and the ability to share that in an intimate way. He left us feeling that we had been sharing something really valuable - which was the case. Thanks Jamie."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Our tour took in breakfast at the visitor centre followed by a cruise of the first two gorges. Absolutely brilliant, and very informative. Wear a broad brimmed hat for protection from the thousands of flying foxes hanging overhead in the trees."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Loved the Katherine Gorge Cruise and learnt a lot. The cruise takes you though the first two gorges and is about 2 hours. You also get to see the postcard famous scenery of the outback. Our guide, Darcy, was fantastic. Learnt a lot bit unfortunately didn't spot a croc!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"If you are in the top end of the Northern Territory then plan a visit to Nitmiluk National Park. If you have the opportunity to time your visit, plan for when croc management has removed the crocs from the waters so that you can enjoy swimming and canoeing. The cruise down Katherine Gorge was scenic although we didn't have any wildlife when we were there. The visitor's center has some good displays providing information on how the local Aboriginal people have managed the land."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Don’t just stop at the visitor centre, go for one of the walks - you won’t regret it. THe staff are so helpful. And afterwards have a meal in the visitor centre."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Did the river cruise as a part of the Ghan journey from Darwin to Adelaide. Was surprised to find such a green place in the outbacks of Australia. The boat tour was in the late afternoon, so no animals to be except for a couple of birds. No crocodiles at all. The helmsman cum guide gave a nice running commentary during the whole tour, so worth listening to him. Enough opportunities and locales to click pictures. I would assume the chopper tour would be more awesome, viewing from a vantage point."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We very much enjoyed the display at the Visitors' Centre of this National Park. It was presented in a fresh, up-to-date style and explained very clearly the campaign by the indigenous population to recover the ownership of their land in his region. It was also good on the wildlife etc of the park. Worth a visit!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),A very nice National Park with great facilities for campers and day trippers. Bonus was the wonderful pool at the camp ground.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),This was amazing! Stunning ! A must do. From the walk down to the boat from the info centre to the gorge to the dinner all great! You have an informative cruise of the gorge you get to have a walk and wonder then you get to meet travelers shares experience over dinner.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Stayed in Darwin for a long weekend and decided to have a day trip to see Nitmiluk Gorge (also known as Katherine gorge). It was well worth the 8 hour round trip - it was simply stunning!! Myself and hubby went on the Nit nit dreaming 2 gorge trip - which takes you to the first 2 gorges. It was fantastic! Absolutely amazing to see!! The tour guide was fantastic - very informative! Such a stunning location.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Absolutely beautiful, the serenity of cruising up the Gorge and getting out for a short walk to the 2nd gorge was amazing, so close to nature. Our cruise director Jason was very informative and obviously knew a lot about the area, he was very friendly and threw in jokes here and there on our journey. The extended cruise allowed for us to swim in the 2nd Gorge which was welcomed. Many of the others on the cruise enjoyed jumping from the natural landscape into the deep gorge, just divine. Water and snacks were part of the package and a big emphasis was placed on hydration lots of free water available. All in all a great morning out."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Put Nitmiluk National Park on your bucket list. Learn all about Aboriginal past and present Walk through amazing landscapes
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"The Nitmilik National Park is such a delight. Breathtakingly beautiful with mammoth rock formations and views from Barawei Lookout. We took a two Gorge tour and that was great and you got to see things close up which you wouldn't, if you walked the top of the escarpment. I wished we had more time to explore but the heat was quite overwhelming even earlier in the day. The bats are not so nice and poop on you as you head down to the boat cruise. Great area where both the indigenous and non indigenous folk can be as one with nature in a beautiful setting. Our guide on the cruise was Jason and he was very knowledgeable."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Very well run tour of the gorge - we chose the 2 gorge tour. Guide was very informative stopping plenty of times along the river for photo opportunities. Around $80 for the 2 hour tour. @cwenzel_
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We stayed in the campground and did a cruise. The campground had nice, clean amenities and had plenty of space. The cruise was fantastic with the guide making it all the better."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),It was very pretty and ithe visitors centre was lovely. Wonderful helpful staff and did i mentio the best coffee. So have a poke around :)
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Words cannot describe the breathtaking beauty of this place. A must see for young & old. Beautiful scenery, great photo opportunities"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"This is a gem in the outback, within the national park there is lots of wildlife to encounter & aboriginal artwork,history to discover. Such a beautiful canvas to explore."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Three gorges tour is the way to go! Fantastic day out and don't forget your swimwear and towel! You get a light back pack when you go on your tour that has a bottle of water, cookie, piece of fruit and cake. Handy to carry your other bits and pieces in!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We decided on a canoeing adventure in the Gorge. We opted for an early start half day canoe hire. We wanted to explore at our own pace. We wanted solitude. We wanted to be able to take time to enjoy what ""floats our boat"". Are we glad we did. After the initial queuing and waiting to get away, we find we get a bonus Gorge cruise to get past the Croc nasty part of the Gorge. Such a serene experience at 8:00am in the morning when everything is just ""waking up"". Once we were in our canoe and off on our own the true wonder of the Gorge emerged. We could drift silently at the base of the million year old cliffs, hear the water dripping from the cliffs, look under the overhangs. We had such a great time. There was no rush to get to the end of Gorge 3 and the portering was not too much of a challenge for us 50 year olds. We enjoyed a relaxed picnic brunch (self prepared) before making our way back in time to get the boat trip back. We had a great time, did not feel any stress about timing and took away some awesome photos and memories."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Nitmiluk National Park should be on every ones bucket list to Visit!! The walking trails, wildlife and magnificent views are all just breathtaking! We visited in July so the weather was hot, and dry, so take plenty of water with you if you are exploring the many walking tracks! The cafe was brilliant and the view of thousands of bats hanging in trees while we were sitting outside enjoying a bite to eat was Just spectacular!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"A beautiful way to experience some culture. Boat tours, swimming, kayak, fishing, helicopter flights, cafe they have it all. Great knowledge of history and culture a beautiful place in the Northern Territory a must see if visiting katherine"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),If you have a bucket list put this on it so much to see find your own way. People sights smells food amazing place will come back.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Stunningly beautiful location. The dinner cruise on the Katherine Gorge is a unique experience. Very special. We stayed at Cicada Lodge and it could not be faulted. Excellent quality and personal service. Highly recommend.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"From a Kakadu campervan experience, Katherine Gorge was most probably a highlight with good hikes and good facilities. However, the bats are a problem. Also, I am not a camper and hence do not get the camping experience of sitting in dust or crowded pools. If you have to do it, I guess I would recommend Nitmiluk because of the scenic hikes."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We stayed 4 nights here as our base and couldn’t have wished for a better experience. Make sure you do the 3 gorge cruise and the Dawn one is fantastic for the light. Splurge and take the helicopter flight and do the Ultimate 3-4 hours one if you can afford it and stop to have the Swim in your own waterhole and explore the rock art. The view from above is just fantastic. Also do a walk starting with the Baruwei Loop by climbing up to the lookout and taking the loop back across the escarpment. You’ll even get a surprise it you have your phone with you as this was one of the only places we ever got mobile reception. Anyway we loved it here with the stars and bats at night and dawn, crocks, eagles, buffalos and gorgeous gorges."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We have been here before and had to come again, did a couple of the walks up to the Southern Rockhole and Pats lookout as well as the Baruwei lookout and loop walk, around 5 or 6 km. The gorge and views from above are amazing and worth the walk. Lots to see and do in the park."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"The gorge is superb, a cruise or canoe trip is a must. There are also some great walks, the easy 5km loop is great."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Did the Baruwei Lookout and loop walk in the morning and the 20minute helicopter flight in the afternoon. The lookout was good but don't worry with the loop walk if its hot and you have already seen lots of bush as there are no real views. Helicopter was worthwhile.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),The visitor centre is first class and the boat trip on Katherine Gorge is amazing and is a must for everyone Will do it again
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),I have travelled a fair bit in Australia and this is still one attraction I always come back to if I am in the area. I have now done this gorge cruise three times now. Stunning scenery and well worth the trip. The surrounding walks are stunning as well. The guide on the boat was also very informative and entertaining.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),A great day and way to view the gorges. Travelling along the river is an easy way to appreciate the size of the gorge. (The alternative being long walks.) The tour guide was informative and knowledgeable. At the third gorge we went to a swimming hole with a waterfall - the joy of swimming in fresh water is wonderful. The force of the waterfall needs to be experienced to be believed. The trip was finished off with the best coffee we had in the NT at the visitor informational centre.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Can't say enough positive things about this place. Overwhelmingly beautiful scenery as well as one of the best run national parks I've been to. Fabulous visitors' centre, helpful and knowledgeable staff, great campground, wonderful facilities, etc, etc. A MUST visit..."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Nitmiluk National Park is about a 30km drive from Katherine, on good roads. Once there there is an excellent Visitor's Centre with a great display about the area, as well as a cafe and gift shop. From there we did a short walk (about an hour return) to the top of lookout over the first gorge - a lot of steps but a fairly easy walk otherwise. The view was amazing and gave us a real taste of the area. The walk continues on to become a much longer loop, while we retraced our steps back to the carpark. We saw (and heard) lots of Flying Foxes in the trees around the river. When the crocodile risk is low, kayaking on the river would also be a great way to see the gorges. We chose not to do the boat cruise (quite expensive for a family of 5) although it does let you see much more of the gorge and is quite enjoyable (I did it myself many years ago). There are also helicopter rides available which give an incredible view of the national park"
